,project_name,goal,sub_category,main_category,launched,deadline,campaign_length,predicted_bert
3081,Cassandra- My Debut EP!,3000.0,Music,Music,2015-04-22 02:28:18,2015-06-06 02:28:18,45,Music
3082,All in one stamp,3000.0,Stationery,Crafts,2014-08-07 11:23:15,2014-09-06 11:23:15,30,Art
3083,The New City Music videos Project,50000.0,Hip-Hop,Music,2016-08-18 05:00:14,2016-10-17 05:00:14,60,Music
3084,Let the Community get Vibey & Creative with music,5000.0,Music,Music,2015-03-26 21:36:10,2015-04-20 22:36:10,25,Music
3085,"Your Chance to Support ""Date of a Lifetime"" at NYMF!",2000.0,Theater,Theater,2011-09-12 05:15:06,2011-10-01 23:00:00,19,Theater
3086,4 Weeks - A Student Film,5000.0,Narrative Film,Film & Video,2012-07-13 12:58:37,2012-08-12 12:58:37,30,Film & Video
3087,Viola meets Mooresburg,5000.0,Knitting,Crafts,2015-11-16 18:00:38,2015-12-06 18:00:38,20,Film & Video
3088,The Magnificent Race #2,11333.0,Children's Books,Publishing,2014-10-09 17:52:27,2014-11-04 07:59:00,25,Comics
3089,New teen cult beauty brand - the positive side of beauty,50000.0,Product Design,Design,2016-11-19 00:42:31,2016-12-19 00:42:31,30,Fashion
3090,VIRUS NOVEL,2600.0,Fiction,Publishing,2013-07-02 00:13:43,2013-08-01 00:13:43,30,Publishing
3091,JUMP! Family Entertainment,75000.0,Games,Games,2015-07-15 04:40:35,2015-08-14 04:40:35,30,Music
3092,Landscape Fine Art Photography Magazine,20000.0,Photo,Journalism,2016-11-01 15:02:40,2016-12-01 16:02:40,30,Photography
3093,The Fight for System Haven - A 16-Bit Style Space Adventure!,25000.0,Video Games,Games,2016-08-05 09:26:32,2016-09-04 09:26:32,30,Games
3094,Songs of Joy & Pain - Sutter Zachman's Debut Record,10000.0,Music,Music,2012-10-29 03:08:58,2012-12-01 08:59:00,33,Music
3095,A Subtle Violence,7500.0,Shorts,Film & Video,2013-02-04 22:58:12,2013-03-07 06:00:00,30,Film & Video
3096,People with the Occasional Appetite for a Biscuit,5000.0,Photography,Photography,2016-03-04 01:56:14,2016-03-29 01:56:14,25,Food
3097,100% All Natural Earth Friendly Green Candles,1250.0,Crafts,Crafts,2014-02-13 15:45:02,2014-03-30 15:45:02,45,Crafts
3098,Monowalker Fatmate: The Ultimate Hiking Trailer,25000.0,Product Design,Design,2016-03-27 18:55:38,2016-04-17 20:00:00,21,Design
3099,Ah-Sitake HA! - Animal Ninjas Card Battling Game... of DOOM!,5.0,Tabletop Games,Games,2016-10-11 19:05:10,2016-11-04 18:05:10,23,Games
3100,Rachel Leigh Wiley's Debut Acoustic Album 2014,5000.0,Country & Folk,Music,2014-05-27 08:16:36,2014-06-26 08:16:36,30,Music
3101,Wefre - Free Unlimited Music (Canceled),3000.0,Apps,Technology,2016-01-15 17:40:03,2016-02-14 17:40:03,30,Technology
3102,Rainbow Fletcher's new work: When Jupiter and Saturn Met,3000.0,Performances,Dance,2014-05-13 18:52:08,2014-06-06 21:59:00,24,Dance
3103,Deep Stuff with Sean,100.0,Conceptual Art,Art,2014-10-09 19:08:20,2014-12-08 19:08:20,60,Film & Video
3104,The Albany Symphony records Derek Bermel's Migration Series,10000.0,Classical Music,Music,2015-04-14 21:26:37,2015-05-19 05:59:00,34,Music
3105,FIVE IN COMMON.,12000.0,Film & Video,Film & Video,2015-03-05 21:08:53,2015-03-20 20:08:53,14,Film & Video
3106,"The Story of RAY the Buffalo, featuring his friend Emily",7770.0,Children's Books,Publishing,2012-11-06 02:05:41,2012-12-07 16:23:00,31,Film & Video
3107,Romoss Powerful Charger Station for Family and Business,30000.0,Gadgets,Technology,2016-06-01 15:00:14,2016-07-02 15:00:14,31,Technology
3108,Cody Collins EP launch,65000.0,Country & Folk,Music,2012-04-20 06:11:51,2012-05-20 06:11:51,30,Music
3109,Back To Grass Roots,10000.0,Farms,Food,2014-10-07 20:27:55,2014-11-06 20:27:55,30,Film & Video
3110,"Chris Bartick's ""Moment of Sailing"" Paintings, NY Harbor",1500.0,Painting,Art,2014-05-15 03:46:30,2014-07-01 01:00:00,46,Art
3111,Struggle,4100.0,Film & Video,Film & Video,2015-11-02 20:51:57,2015-12-02 20:51:57,30,Film & Video
3112,Steele Vs,3500.0,Comics,Comics,2014-04-02 06:01:55,2014-05-02 06:01:55,30,Film & Video
3113,Love & Hope in the NICU,2500.0,Publishing,Publishing,2012-02-06 16:53:13,2012-03-10 04:00:00,32,Publishing
3114,Sunday Morning Pancake Mix,5000.0,Food,Food,2013-05-09 04:48:36,2013-06-01 06:59:00,23,Food
3115,"A K A   ""Bobbi""  a Documentary!",7500.0,Documentary,Film & Video,2011-01-20 20:19:58,2011-03-09 20:19:58,48,Film & Video
3116,The Balls of Power,4000.0,Film & Video,Film & Video,2013-05-09 20:59:53,2013-06-01 00:00:00,22,Film & Video
3117,Vista-Ville Skateboards,500.0,Product Design,Design,2014-04-12 00:03:15,2014-05-12 00:03:15,30,Design
3118,Undead Apparel :: Vintage Zombie T-Shirts,10000.0,Fashion,Fashion,2013-08-01 23:12:11,2013-09-03 23:12:11,33,Fashion
3119,By George debut album,500.0,Indie Rock,Music,2012-07-06 02:32:44,2012-08-03 02:04:00,27,Music
3120,Warmin  - first ceramic dish set for induction surfaces,62000.0,Technology,Technology,2016-02-08 20:10:17,2016-03-24 19:10:17,44,Design
3121,Kokopelli Rising ~ New Mexico CORE Project for Burning Man,1500.0,Public Art,Art,2012-07-16 23:27:29,2012-08-05 23:27:29,20,Art
3122,Keith Karns Big Band Featuring: Rich Perry,5000.0,Jazz,Music,2016-05-21 05:46:19,2016-06-20 05:46:19,30,Music
3123,Pig Floyd's BBQ,5000.0,Food Trucks,Food,2015-07-20 16:06:06,2015-09-18 16:06:06,60,Food
3124,SEPOD,225.0,Hip-Hop,Music,2014-06-04 22:55:18,2014-06-25 22:55:18,21,Film & Video
3125,Help Sail With Kings record an album!,15000.0,Country & Folk,Music,2015-03-25 03:47:07,2015-05-24 04:47:07,60,Music
3126,siemless,5000.0,Web,Technology,2015-05-21 21:44:11,2015-06-20 21:44:11,30,Film & Video
3127,21 Revolutions,5000.0,Publishing,Publishing,2013-12-13 16:12:38,2014-02-11 16:12:38,60,Film & Video
3128,The Drowsy Chaperone,2000.0,Theater,Theater,2011-12-31 11:46:21,2012-01-30 00:01:00,29,Film & Video
3129,Zach Hurd - 4th Studio Album,10000.0,Pop,Music,2013-09-20 15:38:10,2013-10-20 15:38:10,30,Music
3130,Desolation: Chronicles of The Drifter,1500.0,Webseries,Film & Video,2013-10-10 17:11:20,2013-11-09 17:11:20,30,Film & Video
3131,Anne Hawksmoor - Time in the Tower,19500.0,Children's Books,Publishing,2012-07-09 22:45:08,2012-08-23 22:45:08,45,Publishing
3132,Prisoner of War - a first novel,10000.0,Fiction,Publishing,2012-07-23 23:29:35,2012-08-22 23:29:35,30,Publishing
3133,Launching First White Merlot,2500.0,Drinks,Food,2014-07-24 16:52:15,2014-08-11 16:52:15,18,Food
3134,MK MK Concert Tour 2015,10000.0,Rock,Music,2015-01-17 04:27:30,2015-02-28 11:37:00,42,Music
3135,"Party On, Donner-Reed",6000.0,Rock,Music,2011-07-14 22:57:28,2011-08-28 03:00:00,44,Music
3136,$2 Drawings and Portrait art.,450.0,Art,Art,2015-04-07 05:00:50,2015-05-07 05:00:50,30,Art
3137,"""Dracula Now""",5000.0,Horror,Film & Video,2015-04-03 00:12:05,2015-06-02 00:12:05,60,Film & Video
3138,Massive LEGO Truman Sports Complex,16137.0,Sculpture,Art,2014-07-19 23:53:29,2014-08-21 23:53:29,33,Design
3139,Popeye's Chicken Recipe Challenge,500.0,Food,Food,2014-07-16 13:23:03,2014-08-15 13:23:03,30,Food
3140,SUMMER AND SMOKE - Debut EP from The Lost Wayne,2000.0,Music,Music,2014-11-06 18:24:12,2014-12-06 18:24:12,30,Music
3141,Fat Granny Gears (Canceled),7900.0,Product Design,Design,2015-11-14 06:00:36,2015-12-14 06:00:36,30,Design
3142,"432 The Drop Radio ""1st 432hz Healthy Music Radio Station""",10000.0,Radio & Podcasts,Publishing,2014-07-15 06:35:43,2014-09-06 03:38:00,52,Music
3143,"Hey Fartface,",600.0,Hip-Hop,Music,2012-04-12 21:34:35,2012-05-22 21:34:35,40,Music
3144,Flock of Doves Mosaic Wall,3500.0,Public Art,Art,2012-04-16 22:57:47,2012-05-30 15:30:00,43,Art
3145,Destiny is Judd Nelson: a new play at FringeNYC,3000.0,Plays,Theater,2014-07-19 06:13:01,2014-08-02 06:13:01,14,Theater
3146,Lumigraphe: a Camera Obscura for your smartphone,45000.0,Product Design,Design,2015-05-27 09:14:48,2015-07-06 09:14:48,40,Design
3147,Starfall In Love,14000.0,Shorts,Film & Video,2015-12-05 03:12:59,2016-01-04 03:12:59,30,Film & Video
3148,A Calling . . . Songs Beyond the Traffic,7500.0,Music,Music,2012-06-19 15:04:13,2012-08-02 03:28:00,43,Music
3149,No longer available (Canceled),2500.0,Graphic Design,Design,2012-04-02 20:17:02,2012-05-07 20:17:02,35,Film & Video
3150,Ballers,16000.0,Film & Video,Film & Video,2012-01-04 04:14:23,2012-02-29 19:00:00,56,Film & Video
3151,When Good Meets Bad,10000.0,Shorts,Film & Video,2013-09-13 01:19:10,2013-10-13 01:19:10,30,Film & Video
3152,Quiet Collective // Beanies,3500.0,Fashion,Fashion,2014-03-23 05:46:20,2014-04-22 06:46:20,30,Fashion
3153,No More Eggnog,5000.0,Children's Books,Publishing,2014-05-19 19:13:49,2014-06-18 19:13:49,30,Food
3154,Burning Memories,1500.0,Drama,Film & Video,2014-10-24 16:48:22,2014-11-18 03:00:00,24,Film & Video
3155,Sponsor Picto Elimination Challenge,3000.0,Webseries,Film & Video,2016-02-27 03:50:10,2016-04-27 03:50:10,60,Film & Video
3156,Unveiled Debut Album,5500.0,Faith,Music,2014-07-26 01:14:09,2014-08-25 01:14:09,30,Music
3157,Bring to Light: Nuit Blanche New York,5000.0,Art,Art,2010-09-07 19:05:50,2010-10-10 17:59:00,32,Film & Video
3158,A Classical Mistake - Short Film,8000.0,Shorts,Film & Video,2014-03-04 00:12:17,2014-04-03 00:12:17,30,Film & Video
3159,JahWorX Reggae Music Tour,1500.0,World Music,Music,2015-07-28 01:40:32,2015-09-26 01:40:32,60,Music
3160,"Ocutask | Real Projects, Real Time.",25000.0,Apps,Technology,2015-08-03 17:28:11,2015-09-05 23:00:00,33,Technology
3161,"Operation Fierce, Fab and Fluffy #0 by Chunky Girl Comics",2200.0,Comics,Comics,2012-02-29 23:09:11,2012-03-30 23:09:11,30,Comics
3162,An LP Album Legacy Project for a Dying Psychedelic Punk,1850.0,Rock,Music,2014-07-18 00:13:21,2014-08-15 23:35:00,28,Music
3163,'My Playground',840.0,Music,Music,2013-07-12 21:32:34,2013-08-13 21:32:34,32,Film & Video
3164,Cary Ale House is YOUR hometown Brew Pub!,25000.0,Restaurants,Food,2015-11-11 19:41:23,2015-12-11 19:41:23,30,Food
3165,Box Truck Temple in NYC,700.0,Performance Art,Art,2012-06-07 17:22:44,2012-06-13 05:59:00,5,Art
3166,Shelters for Ocala (Canceled),135000.0,Architecture,Design,2016-06-13 18:06:26,2016-07-13 18:06:26,30,Design
3167,Nintendo Publications - Rogueport Edition,120.0,Fiction,Publishing,2016-01-30 19:47:36,2016-02-29 19:47:36,30,Publishing
3168,Falcon Fire Ceramics Studio,5500.0,Ceramics,Art,2016-04-14 18:25:10,2016-05-14 18:25:10,30,Art
3169,CrITR 5i Modular Protective Case for iPhone,30000.0,Camera Equipment,Technology,2014-05-27 16:03:00,2014-06-26 16:03:00,30,Design
3170,"Let's release Pig Latin on 10"" red vinyl!!!",1500.0,Music,Music,2012-08-13 19:15:14,2012-08-28 19:15:14,15,Music
3171,Painting our Memories,3000.0,Painting,Art,2014-09-03 02:53:44,2014-10-03 02:53:44,30,Art
3172,Zombie Temp Agency Actor Meals!,525.0,Narrative Film,Film & Video,2011-09-12 21:49:38,2011-10-12 21:49:38,30,Film & Video
3173,A Movement,3000.0,Shorts,Film & Video,2015-05-27 01:31:40,2015-06-18 20:30:00,22,Film & Video
3174,The Dangerpod podcast needs new equipment,850.0,Radio & Podcasts,Publishing,2015-11-12 23:57:24,2015-12-12 23:57:24,30,Publishing
3175,Lines of art!              Every line are important,20000.0,Painting,Art,2015-03-28 11:42:13,2015-04-27 12:42:13,30,Art
3176,The Apocrypha Adventure Card Game,66666.0,Tabletop Games,Games,2015-04-14 17:00:06,2015-05-14 02:00:00,29,Games
3177,iHeartNote - Open Your Heart - The Art of Appreciation,52700.0,Technology,Technology,2014-02-08 20:02:26,2014-03-10 19:02:26,29,Technology
3178,Handcrafted leather wallet | key holder | card holder,2000.0,Accessories,Fashion,2015-12-11 10:52:29,2016-01-01 10:52:29,21,Design
3179,New Language Room E.P.,5000.0,Rock,Music,2011-09-12 02:19:03,2011-10-17 02:19:03,35,Music
3180,Quick Quests: TCG,2500.0,Tabletop Games,Games,2016-08-03 18:47:14,2016-09-01 04:00:00,28,Games
3181,"Flash Glove a Personal Lighting Device ""Light up your world""",3229.0,Product Design,Design,2013-03-18 21:49:52,2013-05-05 13:30:00,47,Technology
3182,Give A Pallet A Home,2140.0,Product Design,Design,2013-01-31 18:34:02,2013-02-28 18:34:02,28,Food
3183,Musical Belch - Explosive Powerful Breathtaking Sonic Fun!!,500.0,Music,Music,2015-10-30 20:25:27,2015-11-30 19:36:00,30,Technology
3184,Two Out Rally Flash-Based Character Creator,5000.0,Video Games,Games,2012-08-16 21:09:15,2012-09-15 21:09:15,30,Games
3185,hidemybell: bike bell integrated/hidden in a Garmin-mount,25000.0,Product Design,Design,2015-09-15 09:58:30,2015-10-06 09:58:30,21,Design
3186,Creating 1000 Smiles with Happy Gift Cups,12000.0,DIY,Crafts,2014-11-24 22:41:22,2015-01-02 00:32:00,38,Crafts
3187,"The World's Best CARRY-ON - pack fast, fly easy, look cool.",20000.0,Product Design,Design,2015-08-24 19:15:40,2015-10-23 19:15:40,60,Design
3188,The Decline to Phoenix of Atlantic City -The Ultimate Future,5000.0,Photo,Journalism,2016-02-22 22:45:27,2016-03-23 21:45:27,29,Film & Video
3189,Hot Fyre Aluminum Stove,9440.0,Product Design,Design,2013-12-02 15:59:33,2014-01-01 15:56:00,29,Design
3190,Nano Ninjas CLASS - FLL Project,500.0,Robots,Technology,2014-11-17 20:12:54,2015-01-16 08:59:00,59,Technology
3191,"""Photoetry""- A Poetry Chapbook",750.0,Poetry,Publishing,2013-05-07 03:32:25,2013-06-06 03:32:25,30,Publishing
3192,IntimateINK - Tattooed Colorado Women,6000.0,Art Books,Publishing,2014-01-16 23:57:19,2014-02-15 23:57:19,30,Photography
3193,CLARITY MUSIC | EP1,5000.0,Indie Rock,Music,2014-01-07 23:20:47,2014-02-01 08:59:00,24,Music
3194,Gayo Kopi,4000.0,Drinks,Food,2016-07-20 23:09:52,2016-09-18 23:09:52,60,Film & Video
3195,FRUU.. Innovative REAL-fruit organic vegan lip balms!!,500.0,DIY,Crafts,2016-08-21 21:34:13,2016-09-19 04:00:00,28,Crafts
3196,"LC Works, a design studio by Lemon Colly",6000.0,Fashion,Fashion,2011-11-11 18:06:03,2011-12-11 18:06:03,30,Design
3197,New York Roommates,20000.0,Fiction,Publishing,2011-12-16 23:45:46,2012-02-11 01:04:00,56,Film & Video
3198,Speak Low,5500.0,Narrative Film,Film & Video,2011-12-07 19:49:49,2012-01-16 02:59:00,39,Film & Video
3199,Non-profit start up: merchandise fundraiser,1100.0,Printing,Crafts,2016-06-03 23:25:51,2016-08-02 23:25:51,60,Fashion
3200,"M1911 Forever! Multi shoot, 3D printed Rubber Band Gun",3000.0,Gaming Hardware,Games,2016-09-16 09:46:48,2016-10-31 08:46:48,44,Technology
3201,Scream in a Box!,30000.0,Design,Design,2016-04-06 22:04:29,2016-04-23 06:00:00,16,Film & Video
3202,Sex Worker Zine Project (Canceled),500.0,Publishing,Publishing,2011-02-13 01:01:53,2011-03-30 01:01:53,45,Publishing
3203,Dungeon Time - A Cooperative Real Time Fantasy Card Game,5000.0,Tabletop Games,Games,2016-06-29 15:00:31,2016-07-15 01:00:00,15,Games
3204,ELEMENTARY DRESS (Canceled),40000.0,Fashion,Fashion,2013-10-11 01:19:51,2013-11-11 01:19:51,31,Fashion
3205,World Business,8000.0,Live Games,Games,2015-01-30 04:04:31,2015-03-01 04:04:31,30,Film & Video
3206,Artists In Muskoka ~ The Co-op Studio & Gallery,15000.0,Mixed Media,Art,2015-01-08 00:23:52,2015-02-07 00:23:52,30,Art
3207,Party finding app that will change the game forever,10000.0,Apps,Technology,2015-09-10 21:05:57,2015-10-10 21:05:57,30,Technology
3208,Escape From Pig Hill,1000.0,Fiction,Publishing,2014-01-18 02:20:00,2014-02-24 05:59:00,37,Games
3209,"Carnival of Souls: Symphony for Winds, Percussion, and more",10000.0,Classical Music,Music,2012-07-09 21:37:07,2012-08-08 21:37:07,30,Music
3210,A lesson in Sustainability: The Harold Washington Greenwall,5000.0,Public Art,Art,2011-06-04 12:03:48,2011-06-26 07:00:00,21,Film & Video
3211,"Andy D Records his Third Album ""Warcries""",5000.0,Pop,Music,2011-10-21 22:23:13,2011-12-20 22:23:13,60,Music
3212,Music can't be spelled w/o a U campaign,5000.0,Music,Music,2011-06-26 02:58:00,2011-08-25 02:58:00,60,Music
3213,Hondoo Outfitters LTD,3000.0,Apparel,Fashion,2015-02-09 18:51:55,2015-03-13 07:59:00,31,Fashion
3214,Notebook Systems for Creative People,9300.0,Product Design,Design,2013-06-17 03:00:26,2013-07-17 03:00:26,30,Design
3215,The Cheshire Cat Cafe Llandudno #Wales1stcatcafe,40000.0,Vegan,Food,2015-04-14 13:55:03,2015-06-13 13:55:03,60,Food
3216,Seagull (Thinking of you) Premiering at COIL Festival 2013,7000.0,Theater,Theater,2012-09-24 14:13:02,2012-11-23 14:13:02,60,Theater
3217,The Downstrokes' West Coast Tour,1000.0,Rock,Music,2012-07-10 05:20:31,2012-08-09 05:20:31,30,Music
3218,Beyond Environment,5000.0,Performance Art,Art,2014-07-21 19:00:25,2014-09-04 19:00:25,45,Film & Video
3219,Don Quixote: 91 Paintings In 91 Days!,3000.0,Painting,Art,2012-10-20 17:52:19,2012-11-19 17:52:19,30,Art
3220,OpenAudioPal,15000.0,Sound,Technology,2014-06-03 17:11:37,2014-07-03 17:11:37,30,Technology
3221,An American in Compiègne,3925.0,Photography,Photography,2012-03-12 22:50:15,2012-05-11 23:50:15,60,Film & Video
3222,Bristol Improv goes to the Edinburgh Fringe Festival 2015!,500.0,Theater,Theater,2015-05-01 20:18:58,2015-05-31 20:18:58,30,Theater
3223,"Premiere Ballet ""Song of Wyoming""",5000.0,Dance,Dance,2013-01-19 15:27:35,2013-02-13 02:00:00,24,Dance
3224,WEB FILM DOC:MEET THE CREATORS of Made in the USA for Babies,18500.0,Webseries,Film & Video,2013-02-20 02:32:31,2013-04-21 02:32:31,60,Film & Video
3225,Send Punch Theatre to the CrisisArt Festival in Tuscany!,1000.0,Theater,Theater,2011-04-05 18:29:02,2011-06-29 05:59:00,84,Theater
3226,"Missy Moo, Where are you off to?",5616.0,Children's Books,Publishing,2011-06-23 07:04:24,2011-08-16 08:55:00,54,Music
3227,Saints and Slayers,200000.0,Animation,Film & Video,2015-01-22 18:49:22,2015-02-21 18:49:22,30,Film & Video
3228,CUSTOMIZED SWISS MADE AUTOMATIC WATCH WITH TRILLION STYLES,50000.0,Product Design,Design,2016-08-08 11:47:52,2016-09-12 11:02:00,34,Design
3229,A DANCE FOR GRACE: The Movie,80000.0,Narrative Film,Film & Video,2011-07-08 22:41:56,2011-09-06 22:41:56,60,Film & Video
3230,The St. Paul Film Festival,25000.0,Festivals,Film & Video,2014-08-27 15:28:00,2014-09-26 15:28:00,30,Film & Video
3231,Some Celebrities Need Help,5000.0,Documentary,Film & Video,2013-06-19 20:28:48,2013-08-08 20:28:48,50,Music
3232,Butty Vinyl Toy,6000.0,Design,Design,2011-10-17 19:43:37,2011-12-16 19:43:37,60,Design
3233,The Fantastic Clown Club,2500.0,Shorts,Film & Video,2011-07-06 11:25:51,2011-08-05 11:25:51,30,Theater
3234,LUXURY - Record #5,13000.0,Indie Rock,Music,2013-09-07 02:21:20,2013-10-07 02:21:20,30,Music
3235,WAXY CHUNKS,1200.0,Photography,Photography,2012-03-20 21:16:31,2012-04-03 05:59:00,13,Crafts
3236,Chasing the dream of being a writer,12000.0,Fiction,Publishing,2016-03-19 21:47:44,2016-04-18 22:47:44,30,Publishing
3237,Chasing Portraits - A Feature Length Documentary Film,20000.0,Documentary,Film & Video,2015-04-06 15:02:06,2015-05-04 21:00:00,28,Film & Video
3238,Start connecting with other creatives online today!,4000.0,Technology,Technology,2016-02-02 21:17:29,2016-03-13 20:17:29,39,Art
3239,Traffic Courts unconstitutional Criminal Racketeering,40000.0,Nonfiction,Publishing,2015-07-06 22:27:13,2015-08-05 22:27:13,30,Film & Video
3240,Erstwhile Fairy Tale graphic novel,9750.0,Comics,Comics,2012-04-27 22:00:27,2012-06-06 22:15:00,40,Comics
3241,BETWEEN THE SHADES,46000.0,Documentary,Film & Video,2015-09-27 19:46:17,2015-11-11 19:46:17,45,Film & Video
3242,"Flagreenasaurus (Fla-green-a-saurus), the Green Tickle Troll",12000.0,Children's Books,Publishing,2013-01-03 22:57:17,2013-01-28 12:03:00,24,Publishing
3243,Free GreenMarket Farm Startup,5000.0,Food,Food,2012-02-27 17:10:15,2012-03-31 23:01:00,33,Food
3244,Rockfest In The Park 2017 - Get ready for Action,200000.0,Music,Music,2016-09-03 19:45:51,2016-11-02 18:45:51,59,Music
3245,Dahlia (Canceled),60000.0,Video Games,Games,2014-04-04 23:26:56,2014-05-04 23:26:56,30,Games
3246,Favela Firsthand: Stories from the Slums of Rio,1825.0,Documentary,Film & Video,2011-01-18 15:50:13,2011-03-01 06:05:00,41,Film & Video
3247,Orion Key Holder,3000.0,Product Design,Design,2015-01-14 20:03:00,2015-02-16 02:00:00,32,Design
3248,A Tour of Sorts,5000.0,Music,Music,2012-04-28 04:41:54,2012-05-29 05:00:00,31,Music
3249,"The SpaceBunker Project - space, science, maths, STEM",1400.0,Space Exploration,Technology,2015-03-09 18:55:54,2015-04-08 19:55:54,30,Technology
3250,The Blooming: An Adoption Story (Canceled),2500.0,Children's Books,Publishing,2015-02-09 18:52:17,2015-04-10 18:52:17,60,Film & Video
3251,Mystos: The Role Playing Game,2850.0,Tabletop Games,Games,2015-02-16 13:48:21,2015-03-23 12:48:21,34,Games
3252,Exit Press - A Zine And Art Book Publisher.,1000.0,Art Books,Publishing,2015-05-20 13:07:06,2015-06-19 13:07:06,30,Publishing
